SiteID,start_year,end_year,n_obs,Protocol,slope_richness,p_richness,slope_temp,p_temp,slope_flow,p_flow,Latitude,Longitude,seg_id_nat,elevation,HFP_mean,slope_salinity,p_salinity,slope_organic,p_organic,mean_salinity,mean_organic,mean_temp,mean_flow,geometry,HYBAS_ID,slope_LCBD,p_LCBD,slope_Fdis,p_Fdis,zone
S6835,1988,2018,25,Electrofishing_backpack,-0.066226618,0.235281702,0.022411706,0.015800509,-0.159665276,0.00188834,63.72653,19.49405,20100650,104,2.678071,0.974075317,0.110117954,-0.036174536,0.35872017,149.6327667,0.546570063,5.893122941,30.11182268,POINT (19.49405 63.72653),2040030110,-3.51E-06,0.001168989,-0.010134715,0.659173703,Cold
S6211,1992,2018,15,Electrofishing_backpack,0,0.013289359,0.033837313,0.024356021,0.208975873,0.138644928,61.1502,14.95365,20144862,297,2.6814852,0.233752441,0.278347366,-0.002412183,1,138.0515594,0.770713329,6.204823454,48.73229544,POINT (14.95365 61.1502),2040031490,6.00E-07,0.552615125,0,0.925811702,Cold
S7390,2005,2016,8,Electrofishing_backpack,0,0.973425856,0.006095993,0.63122182,-0.262333038,0.959756722,65.08725,17.54164,20069765,290,2.7179027,0.052800166,0.450670285,0.01144515,0.243722285,157.2163391,0.011627342,5.038229629,45.4012836,POINT (17.54164 65.08725),2040030110,1.11E-06,0.386476231,,,Cold
S7222,1997,2016,9,Electrofishing_backpack,0,0.270736286,0.022436837,0.229969078,-1.793821625,0.703724723,64.48728,19.86923,20082227,263,2.7575073,-0.031480916,0.770287726,0.000905053,0.922462067,141.9046631,0.026299059,5.425597078,137.7123832,POINT (19.86923 64.48728),2040030110,-7.92E-08,1,,,Cold
S12286,2000,2013,4,Electrofishing_backpack,0,0.622354619,-0.00711423,0.82666597,0.28813759,0.292379613,62.27536,27.55849,20125801,102,2.7586577,0.084988064,0.511220345,-0.008652108,0.584070367,152.2544708,0.468447387,6.394567065,26.82687478,POINT (27.55849 62.27536),2040028310,-4.83E-06,0.734095182,,,Cold
S7036,2005,2018,12,Electrofishing_backpack,0,0.394347826,0.005243691,0.82666597,-0.16338072,0.131796136,63.98724,19.07235,20094964,233,2.8394666,0.354309082,0.324423691,0.02017045,0.661415917,146.3860321,0.171755418,5.673966863,27.7846619,POINT (19.07235 63.98724),2040030110,2.36E-07,1,,,Cold
S6836,1993,2018,23,Electrofishing_backpack,0,0.428237119,0.042207463,0.002352197,-0.205233205,0.002355424,63.73149,19.44749,20100650,128,2.8664398,0.552174886,0.627737268,-0.043561697,0.59680738,150.1001587,0.563029885,5.897722493,29.8746187,POINT (19.44749 63.73149),2040030110,-3.03E-06,0.003096711,0.178251355,0.806495941,Cold
S8332,2003,2015,6,Electrofishing_backpack,-0.355909199,0.212678727,0.013355221,0.669334014,0.792696401,0.550586701,67.36962,22.3558,20032301,218,2.921137,1.54683431,0.017343359,0.043978001,0.24638736,164.2346802,0.286073208,4.281405071,73.63436973,POINT (22.3558 67.36962),2040030100,-3.58E-06,0.259656356,0,1,Cold
S2890,2005,2017,4,Electrofishing_backpack,0.166666667,0.397053225,-0.011300243,0.669334014,0.514071521,0.487223729,64.8205,26.69981,20075863,101,3.0239964,-0.053554959,0.42771051,-0.171317824,0.160555891,156.0065002,0.337899148,5.802617244,59.42281256,POINT (26.69981 64.8205),2040029940,-5.83E-08,1,,,Cold
S12237,2001,2016,11,Electrofishing_backpack,0,0.782451561,0.015012561,0.620425294,0.052193,0.109022493,63.75049,24.36349,20101266,108,3.026984,7.925143433,0.137347097,-0.080397924,0.006025811,150.8031464,0.345735282,6.519969035,6.844480773,POINT (24.36349 63.75049),2040028670,-1.90E-06,0.161124949,,,Cold
S8020,1986,2002,7,Electrofishing_backpack,0,0.986015585,0.013709282,0.343419487,-0.002497794,0.8985858,66.28811,21.82898,20048597,96,3.026984,0.001155853,1,-0.000430493,0.773080066,90.40159607,0.007257357,4.795161684,20.34411927,POINT (21.82898 66.28811),2040030110,4.80E-06,1,,,Cold
S5874,1992,2012,11,Electrofishing_backpack,0,0.389561098,0.00305498,0.975910003,0.235668815,0.010639052,60.53763,12.74274,20157247,355,3.129548,-5.462749736,0.065473358,-0.025892824,0.010266004,137.4532471,0.0488207,6.982704547,22.5461776,POINT (12.74274 60.53763),2040033320,-1.30E-06,0.06170669,,,Cold
S6867,1989,2018,30,Electrofishing_backpack,0,0.228900378,0.026008749,0.01249863,-0.157614097,0.005696733,63.82631,19.32918,20099169,130,3.129548,0.291345215,0.317747348,0.00998044,0.668516622,149.169754,0.371749133,5.785027968,29.37522804,POINT (19.32918 63.82631),2040030110,-1.88E-06,0.029509993,0,1,Cold
S7409,2005,2018,14,Electrofishing_backpack,0,0.65921695,0.040739096,0.228439809,-2.183672357,0.401263802,65.12802,16.93498,20068709,394,3.1502306,0.062656948,0.443421403,0.006976438,0.324423691,158.2282257,0.075319648,5.056312248,180.1598017,POINT (16.93498 65.12802),2040030110,2.00E-06,0.062698116,,,Cold
S8006,1995,2016,8,Electrofishing_backpack,0.311804782,0.047184708,0.02577132,0.027846756,0.788708237,0.324895366,66.24553,21.51819,20049440,92,3.1814852,-0.183817546,0.055179616,-0.028809018,0.048398223,101.4681091,0.087322131,5.019932365,60.744775,POINT (21.51819 66.24553),2040030110,-1.55E-06,0.710523023,,,Cold
S6508,1983,1995,12,Electrofishing_backpack,0,0.277744148,0.019508255,0.760332308,-0.577171185,0.096066161,62.00952,13.50637,20128748,630,3.228224,0.143333435,0.669334014,-0.059982886,0.200128118,156.9638824,0.145315915,4.219220924,33.8554854,POINT (13.50637 62.00952),2040031070,-4.49E-05,0.001268955,,,Cold
S6511,2007,2018,12,Electrofishing_backpack,0,0.672156726,0.019905847,0.63122182,-0.336461829,0.262558532,62.01167,13.50529,20128748,630,3.228224,0.221111382,0.731701723,0.059299137,0.064103577,156.9537506,0.129272223,4.876116751,33.06068659,POINT (13.50529 62.01167),2040031070,1.43E-06,0.40947829,,,Cold
S7344,1989,2002,8,Electrofishing_backpack,0,0.76485264,-0.00259984,1,-0.1720906,0.591125986,64.99253,15.56969,20070665,516,3.228224,0.004589844,0.381074482,0.000753261,0.511220345,156.8256836,0.024147594,3.451307448,6.437061852,POINT (15.56969 64.99253),2040031060,-1.44E-05,0.000836627,,,Cold
S6964,1991,2018,26,Electrofishing_backpack,0,0.467586288,0.035086263,0.001280508,-0.095021265,0.129711956,63.96962,19.41774,20095782,155,3.242421,0.675597805,0.109536908,0.012866564,0.827957636,147.5027924,0.422811419,5.613610045,30.27578843,POINT (19.41774 63.96962),2040030110,-2.52E-06,0.000300563,,,Cold
S583,2005,2017,7,Electrofishing_partialsection,0,0.737047816,0.027518488,0.360121648,-0.268045007,0.225642656,43.99345,-0.541142786,20524866,71,3.25101,32.84303792,0.099508732,0.661857605,0.951352131,404.5803833,57.18453598,14.58219835,10.27591019,POINT (-0.541142786 43.99345),2040020320,1.95E-06,0.133128484,-0.165282639,0.613354356,Warm
S4513,2005,2015,5,Electrofishing_partialsection,0,0.342647704,0.024171082,1,0.277371718,0.062957916,44.01154,1.782006062,20525303,276,3.2513301,-71.04614258,0.029272509,-20.83918762,0.042960146,369.8553467,23.22646332,13.37184441,4.825902743,POINT (1.782006062 44.01154),2040020320,-2.27E-06,0.462432726,,,Warm
S6815,1985,2018,20,Electrofishing_backpack,0,0.770310143,0.028042437,0.000583283,-0.159583348,0.002067974,63.69818,19.04911,20101693,162,3.2575073,0.405731201,0.004028237,-0.009480185,0.533529914,148.4221649,0.305362344,5.683803753,31.65859039,POINT (19.04911 63.69818),2040030110,-2.63E-06,0.029722635,,,Cold
S8007,1993,2018,23,Electrofishing_backpack,-0.25705436,0.022979962,0.032311848,0.008169428,0.03893218,0.998442821,66.25488,21.34778,20048911,118,3.2575073,-0.014200846,0.894787104,-0.020564505,0.093903264,98.07764435,0.136382744,4.832718194,105.2115945,POINT (21.34778 66.25488),2040030110,-5.10E-06,0.00072344,0,1,Cold
S11802,1997,2017,4,Electrofishing_backpack,-0.177763109,0.325546727,0.010514614,0.349219343,0.186171349,0.133242561,62.69291,25.04818,20118229,155,3.262445,1.118713379,1.58E-06,-0.039493018,0.001520842,141.9594269,0.54710269,6.10894188,16.5422568,POINT (25.04818 62.69291),2040028660,-2.37E-06,0.089429359,,,Cold
S7220,1990,2018,26,Electrofishing_backpack,0.255899066,0.007506648,0.02725923,0.010174124,0.25037049,0.244193056,64.46302,20.2268,20083672,261,3.262445,-0.019788441,0.464434477,-0.002997655,0.377977518,143.9269104,0.024568701,5.53529524,32.58750829,POINT (20.2268 64.46302),2040030110,-1.20E-06,0.310625062,,,Cold
S7812,2002,2018,14,Electrofishing_backpack,0.376238695,0.0487152,-0.005785061,0.901649505,0.886133152,0.161487471,65.92962,20.13795,20054554,156,3.276984,2.600660052,0.018875546,-0.008792935,0.035656418,161.0353851,0.013159184,5.01887378,41.75529818,POINT (20.13795 65.92962),2040030110,2.32E-06,0.188887478,0,1,Cold
S12298,1995,2017,21,Electrofishing_backpack,0,0.190377901,0.014404492,0.42817779,0.132597891,0.188587462,62.23755,21.74352,20125512,62,3.279921,8.717285156,0.007062844,0.056434155,0.05065703,147.1026611,0.854988039,7.24311303,16.5197624,POINT (21.74352 62.23755),2040028670,-3.12E-06,0.010266004,,,Cold
S7407,1988,2018,28,Electrofishing_backpack,0,0.262391385,0.028109234,0.01308392,-0.928846061,0.143027235,65.12424,16.94856,20068709,394,3.279921,0.027709961,0.153378507,0.002549536,0.163406346,158.1724548,0.069614127,4.822883293,185.1006319,POINT (16.94856 65.12424),2040030110,-1.02E-06,0.160702474,-0.107518006,0.734095182,Cold
S586,2005,2017,7,Electrofishing_partialsection,0,0.465995815,0.027359365,0.502158252,0.056384804,0.469516302,43.09245,-1.196449082,20545447,447,3.2856112,2.018005371,0.854777098,1.80916729,0.502158252,131.0526886,7.10341692,12.03783784,33.54499216,POINT (-1.196449082 43.09245),2040020320,2.03E-06,0.548005572,-0.034772045,0.806495941,Intermediate
S12306,1995,2017,21,Electrofishing_backpack,0,0.082385923,0.013102647,0.459607823,0.186984462,0.07680195,62.24244,21.73995,20125039,60,3.2967281,8.717285156,0.007062844,0.056434155,0.05065703,147.1026611,0.854988039,7.167400587,15.90468256,POINT (21.73995 62.24244),2040028670,-3.21E-06,0.004121526,-0.016091301,0.707114231,Cold
S7259,2007,2018,5,Electrofishing_backpack,0,0.742577402,0.030455726,0.537133857,-0.755210863,0.204380829,64.74876,19.29655,20077076,259,3.3098826,0.021891276,0.945329871,0.001854549,0.945329871,154.8487244,0.056068454,5.32587926,31.28805198,POINT (19.29655 64.74876),2040030110,6.30E-06,0.462432726,,,Cold
S11012,2006,2016,10,Electrofishing_backpack,0,0.397203841,-0.01343535,0.876269664,1.028316607,0.204782218,62.94878,22.80034,20114763,54,3.3186836,-4.189086914,0.640428787,-0.612254143,0.119470987,174.1012115,1.797428489,7.33823603,26.26692637,POINT (22.80034 62.94878),2040028670,2.25E-07,0.323236323,,,Cold
S1383,1993,2010,14,Electrofishing_backpack,0,0.733294037,0.048018815,0.150050637,0.11603304,0.872345709,56.88073,13.51029,20216625,168,3.3186836,0.012294224,0.649445669,-0.0073874,0.288882804,4.847520828,0.392938524,8.804701854,25.2490118,POINT (13.51029 56.88073),2040031500,-7.80E-06,0.006195622,0.011972074,1,Intermediate
S2179,1985,2017,6,Electrofishing_backpack,1.290994449,0.588014005,0.022858281,0.008830286,-0.249278079,0.000339524,61.7369,25.17022,20134434,109,3.3186836,0.305637614,1.54E-05,0.022007316,0.014989908,117.8026505,0.560787737,6.530841362,22.02805601,POINT (25.17022 61.7369),2040028660,2.41E-05,0.452370361,0,1,Cold
S5268,1990,2018,13,Electrofishing_backpack,0,0.679746712,0.009956669,0.268412563,0.018047038,0.482080179,59.81677,12.62245,20167445,184,3.3186836,0.050633022,0.865936215,-0.01493706,0.666151799,150.514801,1.910916448,8.028236065,3.911021531,POINT (12.62245 59.81677),2040033320,-1.32E-06,0.160555891,,,Cold
S7224,2003,2018,15,Electrofishing_backpack,0,0.031204182,0.027521379,0.620425294,0.417665801,0.104145379,64.48442,20.28881,20084156,266,3.3186836,-0.367004395,0.013277488,-0.037364115,0.0216674,145.9909058,0.039803457,5.836245175,32.41649661,POINT (20.28881 64.48442),2040030110,-1.29E-06,0.254452526,,,Cold
S889,1986,1996,8,Electrofishing_backpack,0,0.196072698,-0.040293204,0.755496875,0.117537344,0.675895552,56.43895,14.81145,20226704,120,3.3186836,0.655953544,0.436274929,0.061605964,0.275757848,71.75421143,0.075971194,9.674439547,4.353250662,POINT (14.81145 56.43895),2040031500,-2.35E-05,0.004434008,0.1625,0.267257493,Intermediate
S900,1994,2017,21,Electrofishing_backpack,0,0.565236894,0.037545579,0.000970349,-0.083576857,0.260676234,56.44076,14.8122,20226704,126,3.3186836,-0.439666748,0.264337333,-0.005964771,0.47193904,72.16480255,0.06794069,9.940447452,4.65087087,POINT (14.8122 56.44076),2040031500,-3.47E-06,0.005997466,0.088344436,0.308324867,Intermediate
S576,2005,2017,6,Electrofishing_wholesection,0.223606798,0.105799737,0.038368411,0.200128118,0.045263578,0.467316269,44.15172,-0.790125347,20521578,80,3.3394666,-13.68387858,0.502158252,-7.535513742,0.299665448,248.2477112,46.49868393,15.62513804,3.323877906,POINT (-0.790125347 44.15172),2040020320,5.90E-06,0.259656356,-0.175038928,0.220671362,Warm
S6245,1992,2017,10,Electrofishing_backpack,0,0.406424841,0.027626712,0.03827423,0.176971189,0.359012012,61.2341,14.59853,20144941,332,3.3394666,-0.251118978,0.825547569,-0.048815759,0.270427964,138.934845,0.265365213,6.02655717,30.39704497,POINT (14.59853 61.2341),2040031490,-1.04E-06,0.474274351,-0.099208121,0.734095182,Cold
S6819,1991,2014,16,Electrofishing_backpack,0,0.433765137,0.046162739,0.00228125,-0.125204372,0.089449092,63.69354,19.5019,20101089,126,3.3407092,0.31678772,0.602441686,-0.153905919,0.056141064,147.6062164,0.607097566,5.981743265,29.03611511,POINT (19.5019 63.69354),2040030110,-3.56E-06,0.000526823,-0.058333333,0.433421931,Cold
S1508,1986,2018,18,Electrofishing_backpack,0,0.154427625,0.023060501,0.060816949,0.008353383,0.741884221,57.03286,15.44454,20215292,232,3.3524976,,0.001400047,,0.408214895,45.54339218,3.175960779,9.148027019,4.878677354,POINT (15.44454 57.03286),2040031500,-1.90E-06,0.08144298,,,Intermediate
S7421,1986,2010,17,Electrofishing_backpack,0.112716335,0.058524997,0.015638687,0.065031357,-0.283415212,0.449109062,65.15267,17.37624,20068223,332,3.3657017,0.021952892,0.107072352,0.001554174,0.272342712,157.2007446,0.001057577,4.570211387,50.45050979,POINT (17.37624 65.15267),2040030110,-5.92E-06,0.018875546,,,Cold
S12153,1994,2017,4,Electrofishing_backpack,-0.075306557,0.444086388,0.020313696,0.118128495,0.088976966,0.683895241,62.69816,25.10897,20118231,155,3.3664398,0.235232883,0.000389601,-0.016761869,0.01062325,142.4859161,0.592896879,6.12918141,22.37856526,POINT (25.10897 62.69816),2040028660,-4.17E-06,0.308179547,,,Cold
S4337,1995,2006,11,Electrofishing_wholesection,0,0.271745072,0.046289479,0.37269149,0.036212703,0.049281335,42.89757,1.314949496,20550303,848,3.3664398,8.041344052,0.63122182,-0.559246063,0.731701723,67.71104431,13.57164288,9.273311698,1.197456876,POINT (1.314949496 42.89757),2040020320,-4.00E-07,0.533416513,,,Intermediate
S5304,1997,2017,10,Electrofishing_backpack,-0.215165741,0.084524943,0.002319233,0.927817769,0.070571234,0.157491102,59.83489,12.18738,20167557,167,3.3964772,4.402421431,0.174190483,-0.270811995,0.566142728,178.2455292,4.265703678,8.057973343,1.757612125,POINT (12.18738 59.83489),2040033320,-3.63E-06,0.031823127,-0.227334305,0.296269871,Cold
S7199,1990,2018,28,Electrofishing_backpack,0,0.432288489,0.028503103,0.006529792,0.121994176,0.319162071,64.35773,20.40689,20085450,205,3.415076,-0.057043363,0.666151799,-0.015497566,0.222740206,143.6751099,0.224149391,5.484232211,47.2516586,POINT (20.40689 64.35773),2040030110,-1.64E-06,0.000729183,,,Cold
S12288,1999,2016,5,Electrofishing_backpack,-0.100940511,0.382492667,0.009728393,0.495366299,0.437939788,0.353129139,60.95281,27.1576,20148551,87,3.4367015,-2.863830566,0.197801027,-0.301807356,3.09E-05,139.894104,0.583476305,7.223557685,28.12636371,POINT (27.1576 60.95281),2040028660,-5.64E-06,0.086410733,-0.016367885,0.540291375,Cold
S2886,1994,2009,4,Electrofishing_backpack,-0.133333333,0.387236647,0.053200592,0.0216674,-0.010713925,0.746198358,57.79009,15.05618,20200474,242,3.4367015,,0.858027657,,0.858027657,25.19290161,2.701787949,7.875605659,0.460240457,POINT (15.05618 57.79009),2040031500,-2.08E-06,0.089429359,,,Cold
S2893,1991,2008,8,Electrofishing_backpack,0.346986693,0.180426975,0.058026293,0.006387538,-0.012064054,0.465067915,57.79132,15.06691,20200474,242,3.4367015,,1,,0.916965237,33.07204056,4.49264431,7.808078022,0.545477395,POINT (15.06691 57.79132),2040031500,-3.17E-06,0.265510389,,,Cold
S2896,1984,2013,14,Electrofishing_backpack,0,0.249312731,0.023108162,0.026946782,-0.013451056,0.077713564,57.7924,15.06656,20200474,242,3.4367015,,0.833735241,,0.401102573,27.57464218,3.378218889,7.765561503,0.518975311,POINT (15.06656 57.7924),2040031500,-4.35E-06,0.154629752,-0.118666296,0.734095182,Cold
S7215,1991,2018,23,Electrofishing_backpack,0,0.16682754,0.032627289,0.00368183,0.257625136,0.247476852,64.44162,20.26599,20083672,269,3.4367015,-0.042297363,0.707382435,-0.005549323,0.417930233,146.0115051,0.040377699,5.527898841,32.62848225,POINT (20.26599 64.44162),2040030110,-8.38E-07,0.050495979,,,Cold
S7288,2003,2018,6,Electrofishing_backpack,0,0.587589198,0.018355603,0.558350909,0.206429327,0.830880163,64.87034,18.52747,20075014,254,3.4897594,0.05594635,0.964089361,-0.008487059,0.44404364,159.3764343,0.050155576,5.317854643,50.67338998,POINT (18.52747 64.87034),2040030110,1.44E-06,0.707114231,,,Cold
S7826,2002,2018,11,Electrofishing_backpack,0,0.751437134,-0.001984072,0.901649505,0.868125198,0.196113389,65.98581,19.98037,20052964,169,3.5062933,0.362060547,0.063786637,-0.02327367,0.004479054,160.8775482,0.031167882,4.907526212,37.37977729,POINT (19.98037 65.98581),2040030110,-3.61E-07,0.876269664,0.0625,0.37109337,Cold
S4954,1999,2017,10,Electrofishing_backpack,0,0.753923606,-0.009071008,0.52886452,-0.046995042,0.618348576,59.61624,12.42764,20170557,159,3.526984,0.727996826,0.161686217,0.067160368,0.441488211,145.2187195,0.430717021,8.377802865,53.32043849,POINT (12.42764 59.61624),2040033320,-5.94E-07,0.720514787,,,Cold
S6168,1992,2005,6,Electrofishing_backpack,0,0.261722305,0.066316502,0.079801929,-0.220272492,0.730452804,61.0117,14.38695,20146940,249,3.5371265,-3.409228516,0.584070367,-0.124105354,0.742556822,149.4826355,0.764756322,5.882213938,55.75695802,POINT (14.38695 61.0117),2040031490,-2.48E-06,0.452370361,0.11757927,1,Cold
S6218,1988,2018,22,Electrofishing_backpack,0.290714244,0.003477011,0.018871311,0.134735841,0.088521886,0.368365695,61.15865,14.97034,20144862,288,3.629548,0.324003674,0.052673076,-0.002412183,0.945797043,137.9525604,0.756351054,6.219432183,48.95096983,POINT (14.97034 61.15865),2040031490,-4.39E-07,0.693011886,0,1,Cold
S3440,1993,2017,24,Electrofishing_wholesection,0,0.011076927,0.016850588,0.362377699,-0.046414589,0.401401637,44.17545,3.75054294,20522434,504,3.6814852,1.857147725,0.215785288,0.221878356,0.315251555,99.80938721,0.562695265,13.86651213,4.253155463,POINT (3.75054294 44.17545),2040016230,-4.71E-06,0.0006783,0.017427824,0.096533829,Warm
S3934,1997,2016,11,Electrofishing_backpack,0,0.710684533,0.018615283,0.346764184,0.098210655,0.721553768,58.68521,11.58806,20186244,103,3.6814852,0.062545776,0.537603236,0.004064073,0.871131492,147.9781952,0.102747165,8.279241816,9.700296169,POINT (11.58806 58.68521),2040033330,-1.10E-06,0.212911903,0.035015108,0.37109337,Cold
S7201,1989,2018,29,Electrofishing_backpack,0,0.001464882,0.024298684,0.013814068,0.077707773,0.510666096,64.36171,20.40859,20085450,205,3.6814852,-0.012416295,0.971535874,-0.012321944,0.284411468,143.6501007,0.221801057,5.487962264,47.50284083,POINT (20.40859 64.36171),2040030110,-1.51E-06,7.56E-05,,,Cold
S7218,1990,2018,25,Electrofishing_backpack,0,0.045158034,0.026965299,0.009124055,0.393315576,0.066202933,64.44582,20.31974,20084155,215,3.6814852,-0.046784381,0.464434477,-0.008655703,0.252523384,146.0120544,0.040513273,5.556895625,32.99106398,POINT (20.31974 64.44582),2040030110,-9.98E-07,0.252460504,-0.046876829,1,Cold
S7537,1993,2018,8,Electrofishing_backpack,0,0.897456152,0.034298499,0.001503623,0.253265471,0.059606423,65.15123,21.15475,20068853,94,3.6814852,3.936200823,0.04257835,-0.094145096,0.002029936,164.74617,0.389309943,5.535086049,23.06550387,POINT (21.15475 65.15123),2040030110,-3.13E-07,0.265510389,,,Cold
